Tweets,Sentiment
Should Canada ban single-use plastic items? (Poll) https://t.co/ZI7t7eaFVc,Neutral
@JonesHowdareyou Isn't Gideon the genius that said the ban on single use plastic bags would lead to an outbreak of Ebola? 😅🤦‍♂️,Negative
Plastics producers asking court to stop planned federal ban on single-use plastic products | CBC News https://t.co/S0JaLhZH69,Neutral
@jeremyhead Are you telling me you haven't noticed Bali's famous ban on plastic bags and straws?! Except at local markets local food stalls any food delivery service all laundries and anywhere else anyone fancies handing out plastic bags of course?,Positive
@l_sassy @AF632 @staceyabrams Imagine if everyone in the world did daily Covid tests. The same people that wanted to ban plastic straws are suddenly okay with flooding the world with single-use masks and testing kits.,Positive
"@MargieMakewell Would the ""Green Movement"" you refer to have no plastic at all?
Just like they would ban fossil fuel tomorrow if given half a chance rather than a sensible TRANSITION to solar battery storage etc.
Doesn't this represent transition? A touch of irony in your choice of image.",Negative
@AF632 @staceyabrams Seriously. Make sure you ban plastic straws too Stacey. Wouldn’t want ya using even more plastic. 👍🏼,Positive
Have you planned for the ban? From 1 November the NSW Govt will ban #SingleUsePlastic items including plastic straws stirrers cutlery bowls and plates as well as expanded polystyrene food service items like containers and cups. https://t.co/dmswoPkm86 https://t.co/UZRHUuNVJk,Neutral
@CBCAlerts Ban Single Use Plastic as soon as possible. Period,Negative
@CBCNews Although I would miss plastic straws but I agree that ban is necessary.  The current paper replacement is crap might as well just drink without a straw. We will learn to live without plastic straws.,Negative
"Despite #Australia's world first #Waste Export Ban held up as a moral and legal precedent to address the global #plastic pollution crisis it appears that Australia has failed to live up to their promises.

https://t.co/oaf9UZq9eY https://t.co/4hEhTw3uq7",Negative
The ban on plastic bags is stupid. Big business aren’t allowed to have but small businesses are. Does this make sense? Such bull shit by the politicians in charge. #delaware,Negative
"Rwanda makes strides in plastic ban – CAJ News Africa. 
Photo credit: DiasporaEngager (www.DiasporaEnga... https://t.co/6kMMmfVx6w",Neutral
"Rwanda makes strides in plastic ban – CAJ News Africa. 
Photo credit: DiasporaEngager (www.DiasporaEnga... https://t.co/rIkrAt2Ba0",Neutral
"From 1 February 2023 the Victorian Government is banning specific single-use plastics from sale or supply across Victoria. 

More details:  https://t.co/UwhP1boQNd",Positive
Plastic makers ask court to reject Ottawa’s plan to ban single use straws cups - National | https://t.co/GFPSRN4hkY https://t.co/8muU8xYNJc,Negative
@CBCNews Ban plastic.,Neutral
@JohnWKowal1 @CBCNews I don't think they should ban plastic grocery bags because like you said many people use these as garbage liners. I still think things like plastic straws forks knifes should be banned though.,Positive
@nationalpost AFTER THINKING ABOUT THE BAN I CHANGED MY MIND. TRUDEAU IS SO PLASTIC WE SHOULD JUST BAN HIM......LOL,Neutral
Rwanda makes strides in plastic ban https://t.co/sgfNS6I1q6 @PaulKagame @Vbiruta@FlyRwandAir @RwandaGov @PrimatureRwanda @RwandaHealth @RwandaAirports @rwandatourism1 @tourismrwanda @UNWTO @WHO @WHOAFRO @UNEP @EnvAgency,Neutral
@JanUrban12 Thank you so much I will feel all those great things when Mesh is banned forever and no one else Suffers again being implanted with Toxic Plastic with much love always Janis I hope you have more good days then bad xxxxxxxxxooooooo Birthday Wish Ban Mesh Forever always! https://t.co/TKbzqb1rGV,Positive
What do the #Liberals have against physically handicapped people that they feel the need to ban some of their most useful tools? What about hospital patients who rely on straws and plastic utensils? What ignorant bigoted cultists. https://t.co/aPy6wPz3Ed,Positive
"A big deal for those of us who need to use plastic straws - Straws exempted from plastics ban for medical and disability use - NSW Environmental Protection Agency 
@EveryAustralian @ndis @BenGauntlettDDC @AusHumanRights @PWDAustralia 

https://t.co/DFIK1mromO",Neutral
Great article on the NSW plastic bag ban by @tamsinroses. We're on a mission to save millions of banned items from entering landfill by recycling thousands of kilograms of plastics through our    #circulareconomy program w. @sendle @NSW_EPA  @guardianeco https://t.co/CiIkfVRoJ1,Positive
⁦@CPCB_OFFICIAL⁩ Plastic straws are still in circulation despite the ban imposed on it from 1st July. ⁦Can we expect the corporates to comply with the regulations ⁩? ⁦@DaburIndia⁩ ⁦@airvistara⁩. ⁦@tetrapak⁩ Then we blame the Govt. ⁦ https://t.co/3TQFoXOE87,Neutral
@TheTorontoSun @brianlilley Just like climate change science or the plastic straw ban.,Neutral
Should Canada ban single-use plastic items? https://t.co/r25PF5T6rY https://t.co/nFDNXwSYA1,Neutral
Poll: Single use plastics ban https://t.co/TqTil4AcmL,Negative
“It is the 2nd lawsuit brought by the coalition related to the govt’s #plastics ban. The first filed in 2021 sought to overturn the govt’s decision to list plastic pollution as ‘toxic’ under the Canadian Environmental Protection Act. That lawsuit remains before the courts.”🤔 https://t.co/PIdQREZ2nz,Positive
"Plastics producers ask court to quash planned federal ban on single-use straws cups https://t.co/HR21bxMadM
Wait until they ban Toilet Paper..guess we use cardboard Straws ! What an idiotic thing to ban. Plastic straws. Now CBSA will be opening packages to look for Straws !!",Negative
"@CBCNews I want to see the reasoning behind these suits. From what little is in that article all I'm getting is ""we don't like that"". The gov can say we can't have lawn darts and cars must have bumpers. Why couldn't they ban plastic straws? How is this the court's business?",Negative
@JTheGhoul New Jersey should be added on that list because they ban plastic and paper bags along with plastic straws,Positive
"@LizaEismaOsorio @RadyoSingko with Ted Failon and DJ Chacha: Isa pa ang problema sa plastics. Kailangan pag-usapan ang plastic issue sa ating bansa lalo ngayong tag-ulan at lahat nangangamba dahil sa baha. 

Ban single-use plastics at source:
https://t.co/TmnUP2Ak6n",Neutral
"@foe_us The only way to prevent this tragedy is if we stop producing it altogether. Help us make plastic free a reality by signing the petition linked below. 

https://t.co/0gwvshtNPV

Join our discord https://t.co/R4JAUsqOix

#BanVirginPlasticProduction #sustainability
#plasticPollution",Positive
@JauntyArtStudio @robloxxerisgone It’s because of their weird R15 and R6 commercial ban. I don’t think Roblox engine is really ready for humanoid Avatars yet. Plus The thing that makes Roblox recognizable is that the avatars look like plastic toy robots. It’s called Roblox for a reason not “MetaHumans”,Negative
@CTVNews Yes I bet they would do that.   We are awash in their horrible products.  The ban cannot happen soon enough.  Our streets are littered with single-use plastic and our very blood has been contaminated by it. https://t.co/wT8fViPOzB,Negative
@CTVNews Their plastic single use ban is flawed. But then who in the liberal caucus have any knowledge of what they're doing.,Negative
Was the only thing included in the single use plastic ban straws? Was it entirely to make disabled people's lives harder so they'll take MAiD?,Negative
"@MikeHudema The only way to prevent this tragedy is if we stop producing it altogether. Help us make plastic free a reality by signing the petition linked below. 

https://t.co/0gwvshtNPV

Join our discord https://t.co/R4JAUsqOix

#BanVirginPlasticProduction #sustainability
#plasticPollution",Positive
I’m thinking maybe we need to ban single use plastic lawn signs. https://t.co/Tfz4JAvTA3,Negative
I just signed a @theactionnet petition: Ban the production of virgin plastic for the purpose of packaging products nation wide. Sign here: https://t.co/U3iCY9bsfT,Negative
@nationalpost But the single use plastic signs announcing this ban on single use plastics are perfect!,Positive
"A good way to reduce our oil demand is to ban plastics for the purpose of packaging products. If you want to help reduce plastic production and pollution please sign petitions linked below 

https://t.co/0gwvshtNPV

Join our discord https://t.co/R4JAUsqOix

#plasticPollution https://t.co/UczfUEome6",Positive
More than two dozen plastic makers are asking the Federal Court to put an end to Ottawa's plan to ban several single-use plastic items including straws cutlery and takeout containers. https://t.co/jmPeYkmGyN,Positive
"@tleehumphrey Also ban single use plastics and etc for:
PCR tests 
Rapid Antigen Tests
Masks
Frankly I like plastic bags from the grocery. I used them for garbage. Now I'd have to buy garbage bags and a new can. Etc.",Positive
@nationalpost Here's a little policy for your quiver. Ignore the politics of doing this Just do it: Ban the sale of Tim Horton's coffee in disposable cups of any kind (paper Styrofoam or plastic). Include Starbucks in the same law.,Positive
"@TIME If you want to help reduce plastic production and pollution please sign petitions linked below 

https://t.co/0gwvshtNPV

Join our discord https://t.co/R4JAUsqOix

#BanVirginPlasticProduction #sustainability
#plasticPollution #environment #climateaction",Neutral
